0.000000000000000000e+00,1.316557862576922275e+02
7.346938775510204245e+00,1.314782748682753493e+02
1.469387755102040849e+01,1.302874940954863234e+02
2.204081632653061362e+01,1.281048953088817370e+02
2.938775510204081698e+01,1.249694362581965663e+02
3.673469387755102389e+01,1.209366846763120122e+02
4.408163265306122724e+01,1.160780734395914919e+02
5.142857142857143060e+01,1.104789230704029137e+02
5.877551020408163396e+01,1.042368705814853769e+02
6.612244897959183731e+01,9.745988033055934352e+01
7.346938775510204778e+01,9.026410158070494560e+01
8.081632653061224403e+01,8.277147808668651408e+01
8.816326530612245449e+01,7.510803611916753653e+01
9.551020408163265074e+01,6.740085890720797579e+01
1.028571428571428612e+02,5.977645086266312546e+01
1.102040816326530575e+02,5.235854968436363066e+01
1.175510204081632679e+02,4.526603116752876588e+01
1.248979591836734784e+02,3.861146133144791293e+01
1.322448979591836746e+02,3.249912271981744993e+01
1.395918367346938851e+02,2.702402712651444716e+01
1.469387755102040956e+02,2.227021572873292854e+01
1.542857142857142776e+02,1.831041879836380559e+01
1.616326530612244881e+02,1.520457145530308374e+01
1.689795918367346985e+02,1.299948922036841914e+01
1.763265306122449090e+02,1.172847229477364905e+01
1.836734693877551194e+02,1.141048923002712812e+01
1.910204081632653015e+02,1.205054493420959005e+01
1.983673469387755119e+02,1.363916585975400686e+01
2.057142857142857224e+02,1.615289142923591470e+01
2.130612244897959329e+02,1.955398234054967688e+01
2.204081632653061149e+02,2.379133996510720550e+01
2.277551020408163254e+02,2.880071750594027691e+01
2.351020408163265358e+02,3.450537311561633658e+01
2.424489795918367463e+02,4.081733845367004676e+01
2.497959183673469568e+02,4.763813601758158711e+01
2.571428571428571672e+02,5.486012166732368911e+01
2.644897959183673493e+02,6.236817801708097164e+01
2.718367346938775313e+02,7.004106972671655740e+01
2.791836734693877702e+02,7.775362047803581333e+01
2.865306122448979522e+02,8.537830801807142223e+01
2.938775510204081911e+02,9.278793122605303267e+01
3.012244897959183731e+02,9.985731011281538372e+01
3.085714285714285552e+02,1.064658829989121074e+02
3.159183673469387941e+02,1.125000307115003295e+02
3.232653061224489761e+02,1.178550369991413476e+02
3.306122448979592150e+02,1.224373807099400722e+02
3.379591836734693970e+02,1.261662347775233286e+02
3.453061224489795791e+02,1.289759781486909844e+02
3.526530612244898180e+02,1.308167645077500083e+02
3.600000000000000000e+02,1.316557804789740374e+02
